iter	Logloss
249	0.2502112345
250	0.2496819259
251	0.2491646445
252	0.2487472618
253	0.2479774096
254	0.2474490845
255	0.2469613372
256	0.2465837735
257	0.2463819809
258	0.2456076606
259	0.2451430403
260	0.2446870751
261	0.2441007779
262	0.2434404068
263	0.2429050565
264	0.2419862976
265	0.2415598102
266	0.2410146808
267	0.2402529778
268	0.2398313519
269	0.2389690757
270	0.2384181857
271	0.2381413637
272	0.2377228289
273	0.2371931269
274	0.2368075826
275	0.2364539608
276	0.2361010416
277	0.2356738236
278	0.2353323415
279	0.234614504
280	0.2339142155
281	0.233464025
282	0.2328568629
283	0.2322848831
284	0.2319976076
285	0.2316648929
286	0.2308966846
287	0.2304554161
288	0.2301151423
289	0.2296860978
290	0.2291700669
291	0.2286059132
292	0.2280693546
293	0.2275406924
294	0.2271819703
295	0.2265379258
296	0.2258210858
297	0.2254859685
298	0.2250517675
299	0.2242204023
300	0.2235561532
301	0.2232409033
302	0.2226155318
303	0.2220652319
304	0.2214473633
305	0.2210228149
306	0.2203211495
307	0.2200265677
308	0.2197375219
309	0.2191858169
310	0.2189958548
311	0.2186670461
312	0.2184060731
313	0.2181263567
314	0.2177386345
315	0.2170272602
316	0.2166195583
317	0.2159332219
318	0.215374857
319	0.214891381
320	0.214349399
321	0.2140503492
322	0.2134875162
323	0.2131531998
324	0.2126985413
325	0.2123901901
326	0.2116972078
327	0.2112503754
328	0.2107775216
329	0.2101581777
330	0.2095586169
331	0.2090729069
332	0.2085676808
333	0.2082124995
334	0.2080485167
335	0.2077497338
336	0.2074794313
337	0.2070963457
338	0.2066387647
339	0.2063356263
340	0.2059080992
341	0.2054355685
342	0.2049615906
343	0.204649516
344	0.2043395631
345	0.2039721719
346	0.2036145879
347	0.2032697056
348	0.2026318713
349	0.2022815796
350	0.202067535
351	0.2017143348
352	0.2014279164
353	0.2011209843
354	0.2007127063
355	0.2002423113
356	0.1998615581
357	0.1994923404
358	0.1990085272
359	0.1985566787
360	0.198136219
361	0.1977558171
362	0.1973216582
363	0.1970115226
364	0.196742049
365	0.1963384358
366	0.1957663014
367	0.195421672
368	0.1949269416
369	0.1944341782
370	0.1938484431
371	0.1934019479
372	0.1929600472
373	0.1926222884
374	0.1921711003
375	0.1919089751
376	0.1913260079
377	0.1909313167
378	0.1906105308
379	0.1904040314
380	0.1899462396
381	0.1897548022
382	0.1891532603
383	0.1887927819
384	0.1885549078
385	0.1881683518
386	0.1877853927
387	0.1874152758
388	0.187096443
389	0.1868353434
390	0.1866144563
391	0.1862772736
392	0.1860057346
393	0.1856071233
394	0.1849955915
395	0.1846606147
396	0.1844311006
397	0.1842578024
398	0.1839983749
399	0.1836010562
400	0.1830706096
401	0.1828940376
402	0.1826897721
403	0.182065904
404	0.1817968098
405	0.1814277607
406	0.1811407943
407	0.180861949
408	0.1804474327
409	0.1801605084
410	0.1798861874
411	0.17961677
412	0.1794597141
413	0.1792403866
414	0.1791154219
415	0.1789472942
416	0.1784808192
417	0.1780389888
418	0.1778124534
419	0.1775021351
420	0.1772361039
421	0.1770942365
422	0.176536279
423	0.1762839751
424	0.1758783667
425	0.1756513114
426	0.1754825374
427	0.175189712
428	0.1749242287
429	0.174702892
430	0.1745019846
431	0.1743527969
432	0.1739998075
433	0.1734646398
434	0.173080908
435	0.1727250803
436	0.1724977019
437	0.1721867795
438	0.1719545818
439	0.1718043262
440	0.1714288561
441	0.1713177732
442	0.1712167364
443	0.1710999772
444	0.170881872
445	0.1704846517
446	0.170223201
447	0.170068913
448	0.1698568776
449	0.1695401383
450	0.1693148955
451	0.1689676387
452	0.1685247263
453	0.1683831821
454	0.1680190225
455	0.1677347679
456	0.1675739604
457	0.1673135916
458	0.1668476084
459	0.1665535324
460	0.1661241788
461	0.1657706694
462	0.1654245226
463	0.1652362746
464	0.1649633025
465	0.1645688501
466	0.1643294305
467	0.164029917
468	0.1635953225
469	0.1633324105
470	0.1630474674
471	0.1626811721
472	0.1625571629
473	0.1624589502
474	0.1622061967
475	0.161966791
476	0.1616025612
477	0.1614085807
478	0.1612271191
479	0.1608057461
480	0.1605645139
481	0.1603343535
482	0.1600855903
483	0.1596961259
484	0.1592926531
485	0.1589621022
486	0.1584679198
487	0.1581063033
488	0.1577511501
489	0.1574439651
490	0.1571573921
491	0.1567530904
492	0.1565506796
493	0.1563354689
494	0.1561338309
495	0.1559864417
496	0.1557694465
497	0.1554018165
498	0.1550582408
499	0.1547680288
500	0.1545002974
501	0.1542261872
502	0.1539297367
503	0.1536368972
504	0.1535275004
505	0.1534029853
506	0.1532954994
507	0.1529936817
508	0.1527640973
509	0.1524372136
510	0.1522673437
511	0.152099497
512	0.151866681
513	0.1515680949
514	0.1512668392
515	0.1509420209
516	0.1506722382
517	0.1505125267
518	0.1503017138
519	0.1501198447
520	0.1499381724
521	0.1498205139
522	0.1494620588
523	0.1492767053
524	0.1489947409
525	0.1486433391
526	0.1484176467
527	0.1482945788
528	0.1481703728
529	0.1479007166
530	0.1477055418
531	0.1475274804
532	0.1473195057
533	0.1471068662
534	0.1469816766
535	0.1467867126
536	0.1466099298
537	0.1463068897
538	0.1461645165
539	0.145940454
540	0.1455675269
541	0.1453429445
542	0.1451843992
543	0.1450064924
544	0.1447857037
545	0.1446400848
546	0.1444779707
547	0.1442643898
548	0.1441836559
549	0.1440506824
550	0.1439123979
551	0.143745886
552	0.1435017314
553	0.1433141297
554	0.1430636664
555	0.1428681122
556	0.1427082603
557	0.1424526826
558	0.1422826721
559	0.1420542961
560	0.1419014694
561	0.1417091608
562	0.1414256087
563	0.1410819206
564	0.14098316
565	0.1406121298
566	0.1402911894
567	0.1400158427
568	0.1398918756
569	0.1397223148
570	0.1395629827
571	0.1392894344
572	0.139109125
573	0.1388948697
574	0.138592237
575	0.1384667665
576	0.1382916698
577	0.1381240058
578	0.1378341309
579	0.137723315
580	0.137515537
581	0.1373693421
582	0.1371568992
583	0.1368348629
584	0.1367455161
585	0.1365647992
586	0.1364222574
587	0.1360660785
588	0.1357460092
589	0.1355793568
590	0.1352845784
591	0.1350878861
592	0.1347024261
593	0.1344120033
594	0.1342225189
595	0.1340092331
596	0.1338398549
597	0.1336136567
598	0.1332571125
599	0.1330172432
600	0.1327664145
601	0.1326377124
602	0.1325021115
603	0.1323939371
604	0.1322575634
605	0.1320586933
606	0.1316673461
607	0.1314281091
608	0.131321677
609	0.1310369727
610	0.1309080036
611	0.1305893534
612	0.130379805
613	0.1302538146
614	0.1299588254
615	0.1298124338
616	0.1297435585
617	0.1296114702
618	0.1294715418
619	0.1292016748
620	0.1289841457
621	0.1288312908
622	0.1286857141
623	0.1286332498
624	0.1284822496
625	0.128385175
626	0.1281661847
627	0.1280376512
628	0.1278332171
629	0.1275662586
630	0.1274055355
631	0.1272968833
632	0.1271348114
633	0.1270661328
634	0.1269251927
635	0.1267384622
636	0.1265869984
637	0.1262829607
638	0.1260570154
639	0.1258943674
640	0.125736637
641	0.1255392844
642	0.1252900856
643	0.1252211541
644	0.1251040295
645	0.1248856012
646	0.1247039008
647	0.1246437087
648	0.1245066887
649	0.1244289616
650	0.1241606682
651	0.1238451092
652	0.1236371063
653	0.1234142521
654	0.1232106189
655	0.1230626256
656	0.1228680128
657	0.122815998
658	0.1227261454
659	0.1226158634
660	0.1223574475
661	0.1221995766
662	0.1220154595
663	0.121840419
664	0.1216559366
665	0.1214970822
666	0.1212491901
667	0.1210678691
668	0.1209917156
669	0.120820553
670	0.1207617941
671	0.1206483507
672	0.1204326763
673	0.1201998603
674	0.1200072849
675	0.1198813226
676	0.1196969104
677	0.1195380841
678	0.1194309354
679	0.1193192905
680	0.1191711145
681	0.1190840579
682	0.1188051564
683	0.1187467347
684	0.1186269405
685	0.1184947679
686	0.1183637194
687	0.1182283012
688	0.1179433299
689	0.1179011786
690	0.1177870046
691	0.1176404163
692	0.1174481078
693	0.1173327395
694	0.1170439465
695	0.1169851173
696	0.1167199151
697	0.1166081437
698	0.1163980544
699	0.1163337806
700	0.1161263678
701	0.1160294619
702	0.1157533073
703	0.1155324975
704	0.1153727017
705	0.1152053046
706	0.1151336754
707	0.1150122304
708	0.1149042597
709	0.1146376664
710	0.114401949
711	0.1143737428
712	0.1141660209
713	0.1139967832
714	0.1139016828
715	0.1137584103
716	0.1136401126
717	0.1135786629
718	0.1134027583
719	0.1133582746
720	0.1131494076
721	0.1131071649
722	0.113003852
723	0.1128480535
724	0.1125690116
725	0.112477782
726	0.1123812484
727	0.1123023903
728	0.1122351237
729	0.1121247364
730	0.1120183323
731	0.1117332276
732	0.1116124499
733	0.1115272339
734	0.1114137906
735	0.1112250368
736	0.1109834394
737	0.110745776
738	0.1105354407
739	0.1104333923
740	0.1102727887
741	0.110166778
742	0.1100619546
743	0.1098708825
744	0.1096661113
745	0.1093782035
746	0.1090725781
747	0.1089746956
748	0.1087787129
749	0.1086389531
750	0.108469603
751	0.1082863009
752	0.1080783401
753	0.1080499582
754	0.1079116105
755	0.1078199313
756	0.1077416914
757	0.1076155956
758	0.1075989458
759	0.1074133183
760	0.1073251939
761	0.1072121439
762	0.1071365595
763	0.1070985812
764	0.1070696021
765	0.1070236431
766	0.1068854218
767	0.1066382533
768	0.1065568731
769	0.1063712737
770	0.1062089066
771	0.1061855899
772	0.1061599338
773	0.1060014658
774	0.1058207981
775	0.1055557434
776	0.1054994643
777	0.1054780373
778	0.1054570952
779	0.1052860169
780	0.1051792826
781	0.1050383707
782	0.105013677
783	0.1048623607
784	0.1047076652
785	0.1046118973
786	0.1043567833
787	0.1040961685
788	0.1039805193
789	0.1038186932
790	0.1036975643
791	0.1036328198
792	0.1034937203
793	0.1034623597
794	0.1033715938
795	0.1032133998
796	0.1030589573
797	0.1030008868
798	0.1029703832
799	0.1028678079
800	0.1026533699
801	0.1022889223
802	0.1020723065
803	0.1019729558
804	0.1018670014
805	0.1017459567
806	0.1016485309
807	0.1015763256
808	0.1015127895
809	0.1013851974
810	0.1012244883
811	0.101043926
812	0.1008649724
813	0.100704453
814	0.1005022109
815	0.1003821006
816	0.100357716
817	0.10024128
818	0.1000281276
819	0.09985979618
820	0.09978988114
821	0.09965461042
822	0.09959402488
823	0.09946228084
824	0.09934979293
825	0.09925787488
826	0.09923769844
827	0.09907094769
828	0.09883733086
829	0.09869422702
830	0.09862916641
831	0.09851320102
832	0.09831381108
833	0.09815250488
834	0.0981305932
835	0.09811568568
836	0.09787799421
837	0.09766503153
838	0.09751148821
839	0.09736291875
840	0.09734629004
841	0.09727821561
842	0.09707477211
843	0.09696446203
844	0.09694300699
845	0.09684853176
846	0.096717146
847	0.09662253729
848	0.09649014692
849	0.09644052073
850	0.09636276554
851	0.09624215648
852	0.09615035786
853	0.09612923301
854	0.09599729225
855	0.09587366937
856	0.0957219807
857	0.0954799898
858	0.09540651999
859	0.09532580016
860	0.09522582418
861	0.09507367185
862	0.09486352629
863	0.09477842271
864	0.09459513459
865	0.09454282476
866	0.09441573844
867	0.0941789462
868	0.09404830511
869	0.09383537054
870	0.09381807443
871	0.09366776974
872	0.09359446854
873	0.09350297903
874	0.09329964092
875	0.09313242651
876	0.09300260034
877	0.09291329568
878	0.09289247994
879	0.09270221577
880	0.09259198998
881	0.09248466562
882	0.09234283335
883	0.09228028074
884	0.09212219913
885	0.09199258372
886	0.09183415084
887	0.09181467692
888	0.09173227103
889	0.0916470129
890	0.0914958722
891	0.09132123916
892	0.09122556964
893	0.09106710866
894	0.09099139781
895	0.09089244751
896	0.09074583106
897	0.09061811247
898	0.09049227664
899	0.09041558928
900	0.09029535957
901	0.09017373185
902	0.09015364673
903	0.09007953061
904	0.0899249335
905	0.08983117485
906	0.08981174307
907	0.08967930353
908	0.08954800207
909	0.08946991669
910	0.08933971117
911	0.08921530146
912	0.08914037041
913	0.08900707378
914	0.08888054948
915	0.088782941
916	0.08866727769
917	0.08864684834
918	0.08856636736
919	0.088514746
920	0.0883913971
921	0.08837384809
922	0.08819459947
923	0.08808849047
924	0.08798750988
925	0.08783789366
926	0.08782566274
927	0.08765962155
928	0.08763173843
929	0.08746429219
930	0.08742594148
931	0.08734179333
932	0.08717398178
933	0.08713327763
934	0.08708440313
935	0.08706887036
936	0.08694148898
937	0.08688355897
938	0.08675568582
939	0.08668968383
940	0.08667401056
941	0.08650104951
942	0.08630390764
943	0.08623943715
944	0.08615767056
945	0.08602079809
946	0.08594619723
947	0.08582010849
948	0.08569463797
949	0.08556772727
950	0.08552347538
951	0.08551009233
952	0.08542977293
953	0.08536154394
954	0.08527165618
955	0.08526293085
956	0.08507312332
957	0.08492217231
958	0.08486787434
959	0.08469135151
960	0.08461099698
961	0.08459127015
962	0.08441932074
963	0.08430145151
964	0.08420564852
965	0.08412001805
966	0.08394397293
967	0.08382413664
968	0.08380929234
969	0.08370372428
970	0.08365690115
971	0.08352202386
972	0.08338817927
973	0.08323793078
974	0.08322378197
975	0.08308361468
976	0.08302538961
977	0.08291102597
978	0.08284939367
979	0.08274552572
980	0.08261071867
981	0.08249064352
982	0.082404999
983	0.08239663196
984	0.08238093058
985	0.08227593859
986	0.08220747777
987	0.08215471131
988	0.08207383691
989	0.08204881306
990	0.08189163068
991	0.08187813522
992	0.08179212539
993	0.08166129462
994	0.08153601378
995	0.08138609547
996	0.08115398203
997	0.08112765149
998	0.08101111705
999	0.08094543822
