iter	Logloss
125	0.3949904967
126	0.3939173304
127	0.3926672407
128	0.3907323875
129	0.3893969702
130	0.3880945769
131	0.3859920293
132	0.3843181489
133	0.3834748804
134	0.3824909407
135	0.3815625158
136	0.379776933
137	0.3791863466
138	0.3783399541
139	0.3774116428
140	0.3766995833
141	0.3751433812
142	0.374351365
143	0.3728587439
144	0.3719530342
145	0.3708566829
146	0.3695564381
147	0.3685731258
148	0.3678776553
149	0.3662841801
150	0.3654142855
151	0.3643584329
152	0.3637539051
153	0.363141764
154	0.3621185029
155	0.3615094111
156	0.3601693096
157	0.3587487693
158	0.3574355399
159	0.3566560309
160	0.3558920889
161	0.3551864502
162	0.3541516784
163	0.3526540781
164	0.3515080725
165	0.3510595319
166	0.3498027717
167	0.3485382661
168	0.348058666
169	0.347417556
170	0.3465191157
171	0.3456841832
172	0.3448225044
173	0.3437672547
174	0.3431854603
175	0.3426352094
176	0.3415277544
177	0.3408527021
178	0.3402073608
179	0.3395107034
180	0.3387036743
181	0.3370487305
182	0.3363802964
183	0.3359148468
184	0.3355303466
185	0.3349932301
186	0.3336675421
187	0.3328005518
188	0.332076627
189	0.3311037011
190	0.3304517471
191	0.3298354095
192	0.3292402208
193	0.3286320745
194	0.3279099647
195	0.3267685085
196	0.3258739978
197	0.3249164455
198	0.3239935109
199	0.3229898398
200	0.3225796546
201	0.3219709023
202	0.321472035
203	0.3209799962
204	0.3198467034
205	0.3186325586
206	0.3174586095
207	0.3170575673
208	0.3162127054
209	0.3156553528
210	0.3147446801
211	0.3141706718
212	0.3137519879
213	0.3127476886
214	0.3119655547
215	0.3113033642
216	0.3107411563
217	0.3097826379
218	0.3088539397
219	0.3082585118
220	0.3075730202
221	0.3065359705
222	0.3052701648
223	0.3044385994
224	0.3036886215
225	0.3027945574
226	0.3019513604
227	0.3012323491
228	0.3007353464
229	0.3000920835
230	0.2996914334
231	0.298810766
232	0.2983257293
233	0.2975310513
234	0.2969363831
235	0.2963726608
236	0.2958854759
237	0.2948153527
238	0.2938694256
239	0.2930322869
240	0.2920242681
241	0.2914412679
242	0.2906890768
243	0.2896690663
244	0.2889749092
245	0.2887682467
246	0.2878405758
247	0.2870075104
248	0.2864764507
249	0.2857289016
250	0.2854641037
251	0.2851951599
252	0.2843934951
253	0.2836966646
254	0.283397166
255	0.282659495
256	0.2819240398
257	0.2815344196
258	0.2806202633
259	0.2799642894
260	0.2795046329
261	0.2785858102
262	0.2781290229
263	0.2774356214
264	0.2766344869
265	0.2760234493
266	0.2756740538
267	0.2751297469
268	0.2745531974
269	0.2738397724
270	0.2730104235
271	0.2722897303
272	0.2717186136
273	0.2713565617
274	0.2709348179
275	0.2704108284
276	0.2699325634
277	0.2693613817
278	0.2690917726
279	0.2681751465
280	0.2677336537
281	0.267292813
282	0.2667272195
283	0.2661966482
284	0.2658259242
285	0.2654598183
286	0.2651360601
287	0.2645679196
288	0.2639657725
289	0.2632943866
290	0.2629671975
291	0.2626219407
292	0.2620952545
293	0.2613424201
294	0.2608809864
295	0.260398129
296	0.2592545157
297	0.2590011848
298	0.2586244278
299	0.2579695761
300	0.2575465467
301	0.2573043421
302	0.2568416725
303	0.2564873954
304	0.2562123953
305	0.2555435839
306	0.2551002747
307	0.2548341791
308	0.2542611951
309	0.2540312615
310	0.2535687182
311	0.2530438036
312	0.2526040914
313	0.2522232717
314	0.2519086385
315	0.2511753152
316	0.2506813305
317	0.2504135148
318	0.2501321803
319	0.2495671458
320	0.248855704
321	0.2484278695
322	0.2479576445
323	0.2475105464
324	0.2471945408
325	0.2468214426
326	0.2465243787
327	0.2460776285
328	0.2457120068
329	0.2453896563
330	0.2447677807
331	0.2442430079
332	0.2436641728
333	0.2430325099
334	0.242747532
335	0.2423346974
336	0.2418506164
337	0.241532849
338	0.2411662763
339	0.240390645
340	0.2400202577
341	0.2395581887
342	0.2392043699
343	0.2387882965
344	0.2384732523
345	0.2381044524
346	0.2378326402
347	0.2372387397
348	0.2366611988
349	0.2362570146
350	0.2355487089
351	0.2349432189
352	0.2342446733
353	0.2338750026
354	0.2334154811
355	0.2328416295
356	0.232591766
357	0.2321777558
358	0.2317569966
359	0.2313376435
360	0.2308431763
361	0.230606276
362	0.2301581562
363	0.2296990688
364	0.2293723441
365	0.228896755
366	0.2285296924
367	0.2280486676
368	0.2278809063
369	0.2274604588
370	0.2270991287
371	0.2267123946
372	0.2264218666
373	0.2260823865
374	0.225713658
375	0.2255128007
376	0.2251564321
377	0.2246777804
378	0.2243311918
379	0.2237221874
380	0.2234523415
381	0.2229031678
382	0.2227260993
383	0.2222761529
384	0.2219604828
385	0.221175153
386	0.2209195921
387	0.220406893
388	0.2200977917
389	0.2198871367
390	0.2196244174
391	0.2193857129
392	0.2189589915
393	0.2186861476
394	0.2183170949
395	0.2178032278
396	0.217514849
397	0.2172741893
398	0.2168960573
399	0.2162720522
400	0.2161294355
401	0.215847428
402	0.215474169
403	0.2151336127
404	0.214882752
405	0.2147200094
406	0.2142763427
407	0.2140121158
408	0.2137953657
409	0.2133613326
410	0.2131696816
411	0.212592858
412	0.2121943422
413	0.2119475019
414	0.2113968875
415	0.2109848491
416	0.2107656041
417	0.2104048864
418	0.2101490861
419	0.2095688465
420	0.2092529104
421	0.2088945449
422	0.2085524732
423	0.2083295349
424	0.2079116674
425	0.2076024442
426	0.2073063255
427	0.2069948434
428	0.2067580406
429	0.2062882246
430	0.2058878614
431	0.205619628
432	0.2053784339
433	0.2050888949
434	0.2047774875
435	0.2044095976
436	0.2040016078
437	0.2038559002
438	0.2034658418
439	0.2032256809
440	0.2029367584
441	0.2026312874
442	0.2021930444
443	0.2020445682
444	0.2016643465
445	0.2013923196
446	0.2011633204
447	0.2008193351
448	0.2005115282
449	0.2000772579
450	0.1998801834
451	0.1995387105
452	0.1991615835
453	0.1988508267
454	0.1985376072
455	0.198341381
456	0.1981278303
457	0.1980142969
458	0.1977917109
459	0.1974861179
460	0.1972916465
461	0.197068961
462	0.1966702248
463	0.1965275218
464	0.1961808776
465	0.1959011864
466	0.195507863
467	0.1952607175
468	0.1948501731
469	0.1944600857
470	0.1942280936
471	0.1939507069
472	0.1934952548
473	0.1931181046
474	0.1927694524
475	0.1924874934
476	0.1922757924
477	0.192080174
478	0.1919241271
479	0.1916152123
480	0.1913392692
481	0.191101062
482	0.1909455411
483	0.1907570664
484	0.1903721606
485	0.1899187607
486	0.1896521278
487	0.1894712072
488	0.1893356237
489	0.1888359916
490	0.1885919273
491	0.188400139
492	0.1880809361
493	0.187541461
494	0.1872489875
495	0.1870681475
496	0.1868999125
497	0.1866367198
498	0.1862943715
499	0.1860212808
500	0.1857314213
501	0.18555942
502	0.1853010063
503	0.1847503948
504	0.1846380442
505	0.1843384961
506	0.1840758445
507	0.1838683463
508	0.1836795213
509	0.1834471338
510	0.1831611269
511	0.1827698715
512	0.1824248947
513	0.1823039135
514	0.1820492355
515	0.1817570552
516	0.1814834854
517	0.1813208478
518	0.1811277033
519	0.180923823
520	0.1807488164
521	0.1804750209
522	0.1801969616
523	0.180008688
524	0.1797339682
525	0.1795184308
526	0.1792394654
527	0.17888032
528	0.1786975926
529	0.1784797783
530	0.178179007
531	0.1779898987
532	0.1777887032
533	0.1775119396
534	0.1772933875
535	0.1771158658
536	0.176721714
537	0.1765713192
538	0.1764416076
539	0.1762601008
540	0.1760472941
541	0.1759338056
542	0.1756983835
543	0.1755264613
544	0.1752119475
545	0.1750531256
546	0.17477125
547	0.1745155297
548	0.1741151359
549	0.1738209352
550	0.1734489471
551	0.1732734432
552	0.1729357231
553	0.1725720047
554	0.1723313994
555	0.1721434133
556	0.1718142678
557	0.1714193887
558	0.171369096
559	0.1711292527
560	0.1708714366
561	0.1705343014
562	0.1702632587
563	0.1699735239
564	0.1698729001
565	0.1695653822
566	0.169464124
567	0.1692718813
568	0.1691252796
569	0.1688218299
570	0.1685301047
571	0.1684239655
572	0.1681787283
573	0.1679682249
574	0.1677546107
575	0.1675661012
576	0.1671474274
577	0.1669913564
578	0.1666516352
579	0.1664549116
580	0.1662208728
581	0.1660787102
582	0.1659213188
583	0.1657164372
584	0.1655049948
585	0.1653238416
586	0.1650679654
587	0.1649958897
588	0.1648413669
589	0.1644183595
590	0.1640803015
591	0.1638934435
592	0.163606873
593	0.1634154992
594	0.1632650362
595	0.163154604
596	0.1629601439
597	0.1627005905
598	0.1623845366
599	0.1620409894
600	0.1617652386
601	0.1616054029
602	0.16142104
603	0.1612868791
604	0.1610699598
605	0.1609110924
606	0.1607741813
607	0.1605717419
608	0.1603322471
609	0.1602191732
610	0.1600324214
611	0.1598002199
612	0.159697497
613	0.1594980734
614	0.1593678789
615	0.1591075573
616	0.1589540084
617	0.1588593748
618	0.1586366526
619	0.1584894298
620	0.1584624587
621	0.1583189338
622	0.1580541456
623	0.157960252
624	0.1576649714
625	0.1575673404
626	0.1573171325
627	0.157241961
628	0.1571683226
629	0.1570056145
630	0.1569034296
631	0.1567615917
632	0.1566385036
633	0.1564644361
634	0.1563691061
635	0.1561772304
636	0.156008993
637	0.1558055802
638	0.1556999991
639	0.1556205216
640	0.1554843018
641	0.1553671271
642	0.1550962974
643	0.1549521799
644	0.1547597783
645	0.15465449
646	0.1545175399
647	0.1543164307
648	0.1540276693
649	0.1537377391
650	0.1535295798
651	0.1531750996
652	0.1531121306
653	0.1529457637
654	0.1525338188
655	0.1523042747
656	0.1522063927
657	0.1520700981
658	0.1518969176
659	0.1516802208
660	0.1514927769
661	0.151339699
662	0.1512361275
663	0.1510357487
664	0.150978996
665	0.1506459084
666	0.1505256864
667	0.1503181183
668	0.1500876675
669	0.1499540822
670	0.1498958958
671	0.1497870821
672	0.1495558905
673	0.1494100097
674	0.1492367779
675	0.1490922204
676	0.1489512183
677	0.1488027086
678	0.1486618847
679	0.1484208067
680	0.1482937943
681	0.1482317736
682	0.1480304124
683	0.1477913074
684	0.1476301493
685	0.1474330541
686	0.1472511423
687	0.1471643808
688	0.146984186
689	0.146731021
690	0.1464234908
691	0.1463344243
692	0.1462436652
693	0.146009195
694	0.1456542757
695	0.1454357203
696	0.1452731918
697	0.145101027
698	0.1450199746
699	0.1447993654
700	0.144728526
701	0.1446063691
702	0.1444210164
703	0.1442361342
704	0.1439632008
705	0.1437219766
706	0.1434285532
707	0.1433627173
708	0.1429715682
709	0.1427599569
710	0.1425155101
711	0.1422811157
712	0.142137653
713	0.1419236263
714	0.14180482
715	0.1416561924
716	0.1413790819
717	0.1412334289
718	0.1411171029
719	0.1409767805
720	0.1407776842
721	0.1405987012
722	0.1404121052
723	0.140296473
724	0.140117988
725	0.1399599883
726	0.1397713069
727	0.1394554383
728	0.1391728488
729	0.1390148517
730	0.1387369865
731	0.1384408782
732	0.1382713047
733	0.1381954161
734	0.1379716372
735	0.1377683463
736	0.1374514767
737	0.1372609402
738	0.1369557892
739	0.1367164857
740	0.1364954934
741	0.1363777008
742	0.1361923069
743	0.1360256674
744	0.1358788947
745	0.1355057913
746	0.1352852149
747	0.1352336594
748	0.1350566587
749	0.1349376677
750	0.1347768419
751	0.1346073704
752	0.1344886148
753	0.1343876464
754	0.1342988372
755	0.134145559
756	0.1338969518
757	0.133675882
758	0.1335091334
759	0.1332941015
760	0.1330666723
761	0.132807885
762	0.1326508612
763	0.1324763087
764	0.1322393209
765	0.132012958
766	0.1318514466
767	0.1317884379
768	0.1316380545
769	0.1313739474
770	0.1310653406
771	0.1308819972
772	0.1308470358
773	0.1306680168
774	0.1305395788
775	0.130402112
776	0.1303128967
777	0.1300928927
778	0.1300592052
779	0.1298752023
780	0.1297486234
781	0.1295457293
782	0.1293206545
783	0.1290698995
784	0.1288661707
785	0.1285785052
786	0.1285417725
787	0.1285184529
788	0.128362126
789	0.1282249428
790	0.1281409633
791	0.1279621211
792	0.127784421
793	0.1276903034
794	0.1275463356
795	0.1274545581
796	0.127262631
797	0.1270819467
798	0.1268751035
799	0.1266641372
800	0.1264921213
801	0.1264483474
802	0.1263043696
803	0.126145868
804	0.1260786052
805	0.1259373216
806	0.1257904105
807	0.1255885371
808	0.1254507014
809	0.1253278503
810	0.1253097669
811	0.1252914918
812	0.1251095572
813	0.1250423137
814	0.1249028399
815	0.1248410788
816	0.1246892942
817	0.1244783967
818	0.1243509275
819	0.1242915111
820	0.1242351205
821	0.1240023444
822	0.1238803625
823	0.1238523634
824	0.1237700935
825	0.1235918639
826	0.123487388
827	0.1233112064
828	0.1232185766
829	0.1230753636
830	0.1230217936
831	0.1229914574
832	0.1227677254
833	0.1226062723
834	0.1225151262
835	0.1223618129
836	0.1221641065
837	0.1220265248
838	0.1218845977
839	0.121741423
840	0.12168731
841	0.1215108076
842	0.1213383085
843	0.1211671978
844	0.121033542
845	0.1209419308
846	0.1207113799
847	0.1204962905
848	0.1203395933
849	0.1202267033
850	0.1199644419
851	0.1199096276
852	0.1197695793
853	0.1196689331
854	0.1194042098
855	0.1193421521
856	0.1192268237
857	0.1190524812
858	0.1189730923
859	0.11890057
860	0.1187794651
861	0.1186499616
862	0.118496071
863	0.1184615511
864	0.118434644
865	0.118212246
866	0.1181796577
867	0.1180140645
868	0.1179678326
869	0.1179492812
870	0.1177449351
871	0.1177077299
872	0.1176321617
873	0.1175529098
874	0.1174977864
875	0.1174006044
876	0.1172863052
877	0.1171263329
878	0.116910118
879	0.1168937748
880	0.1166887135
881	0.1166637099
882	0.1165339126
883	0.1165155985
884	0.1163824581
885	0.1162064695
886	0.116137447
887	0.1159846163
888	0.1158136156
889	0.1156111794
890	0.1154949457
891	0.1153503014
892	0.1152814536
893	0.115168362
894	0.1149692475
895	0.1147967044
896	0.1146950553
897	0.1146120231
898	0.1144996165
899	0.1143536941
900	0.1142004352
901	0.1140651572
902	0.1138423113
903	0.1137958124
904	0.1136482927
905	0.1135696111
906	0.1135235634
907	0.1133308046
908	0.1131324846
909	0.1128931736
910	0.1128302712
911	0.1126586513
912	0.1126085294
913	0.112588282
914	0.1124773248
915	0.1123934207
916	0.1123465697
917	0.112188992
918	0.1120605966
919	0.1119221793
920	0.1117842248
921	0.1117140382
922	0.1116179151
923	0.1115436836
924	0.1115258516
925	0.111440963
926	0.1112490206
927	0.1111324481
928	0.1109887441
929	0.1108731216
930	0.1108399743
931	0.1108109581
932	0.1105709561
933	0.1104812547
934	0.1102516308
935	0.1101050395
936	0.1100816884
937	0.1098892358
938	0.1097104465
939	0.1096550919
940	0.1095447087
941	0.109365399
942	0.109228084
943	0.1091617281
944	0.1091176494
945	0.1089991041
946	0.1088399254
947	0.1088007444
948	0.1086688711
949	0.1084939059
950	0.1084239614
951	0.1084021658
952	0.108271697
953	0.1081887541
954	0.1079890166
955	0.1079280372
956	0.1077964629
957	0.1075719989
958	0.1075004874
959	0.1073122264
960	0.1071397461
961	0.1070151542
962	0.106855083
963	0.106812533
964	0.1066951632
965	0.1065423332
966	0.1064736733
967	0.1063722426
968	0.1063258591
969	0.106173371
970	0.1060597485
971	0.105958924
972	0.1058309381
973	0.1057415604
974	0.1055712563
975	0.1054981825
976	0.1052797778
977	0.1051439981
978	0.1051289831
979	0.1049838621
980	0.1049145102
981	0.1048801739
982	0.1047700186
983	0.104550724
984	0.1043918526
985	0.104184804
986	0.1040964991
987	0.1039551789
988	0.1038394744
989	0.1038250755
990	0.1037154281
991	0.1036089529
992	0.1034619613
993	0.1033455803
994	0.1033317116
995	0.1033061604
996	0.1032431864
997	0.1031209478
998	0.1029997642
999	0.1028185998
