iter	Passed	Remaining
306	17979	40586
307	18017	40480
308	18088	40451
309	18114	40319
310	18259	40453
311	18329	40418
312	18353	40283
313	18436	40277
314	18515	40264
315	18550	40152
316	18616	40111
317	18652	40004
318	18689	39897
319	18750	39844
320	18808	39784
321	18837	39664
322	18886	39584
323	18923	39482
324	18951	39360
325	19016	39315
326	19054	39215
327	19078	39087
328	19124	39005
329	19151	38884
330	19195	38797
331	19226	38685
332	19277	38611
333	19340	38564
334	19363	38438
335	19434	38405
336	19495	38354
337	19519	38230
338	19570	38159
339	19660	38164
340	19683	38040
341	19725	37950
342	19753	37836
343	19809	37776
344	19832	37653
345	19884	37585
346	19924	37495
347	19952	37382
348	20020	37344
349	20047	37231
350	20111	37185
351	20136	37070
352	20197	37018
353	20242	36940
354	20263	36817
355	20329	36775
356	20354	36660
357	20460	36691
358	20484	36574
359	20518	36477
360	20561	36396
361	20618	36339
362	20673	36278
363	20751	36257
364	20780	36152
365	20820	36065
366	20844	35953
367	20890	35877
368	20969	35857
369	21018	35787
370	21043	35677
371	21097	35615
372	21167	35582
373	21214	35509
374	21245	35408
375	21303	35354
376	21363	35304
377	21408	35228
378	21467	35174
379	21498	35075
380	21538	34992
381	21601	34947
382	21679	34925
383	21720	34843
384	21747	34739
385	21781	34647
386	21820	34563
387	21848	34462
388	21897	34394
389	21983	34383
390	22021	34299
391	22097	34273
392	22124	34171
393	22175	34106
394	22253	34083
395	22279	33982
396	22331	33918
397	22389	33864
398	22454	33822
399	22481	33722
400	22524	33645
401	22600	33619
402	22624	33515
403	22674	33450
404	22736	33402
405	22805	33365
406	22872	33325
407	22921	33258
408	22947	33158
409	23051	33172
410	23108	33117
411	23134	33017
412	23189	32958
413	23260	32923
414	23289	32829
415	23344	32772
416	23412	32732
417	23436	32631
418	23485	32566
419	23546	32516
420	23569	32414
421	23632	32368
422	23661	32276
423	23756	32272
424	23784	32179
425	23829	32107
426	23890	32059
427	23918	31966
428	23954	31883
429	24021	31841
430	24049	31750
431	24112	31703
432	24166	31645
433	24250	31626
434	24278	31533
435	24309	31445
436	24447	31495
437	24475	31404
438	24517	31330
439	24577	31280
440	24603	31186
441	24646	31114
442	24673	31022
443	24795	31050
444	24822	30958
445	24866	30887
446	24918	30828
447	24947	30739
448	24996	30674
449	25032	30595
450	25057	30502
451	25109	30443
452	25136	30352
453	25206	30314
454	25259	30255
455	25284	30163
456	25330	30097
457	25353	30003
458	25410	29950
459	25458	29886
460	25513	29829
461	25539	29740
462	25581	29669
463	25605	29579
464	25688	29555
465	25715	29467
466	25752	29391
467	25775	29300
468	25820	29233
469	25865	29167
470	25922	29114
471	25992	29076
472	26073	29050
473	26099	28962
474	26151	28904
475	26215	28859
476	26271	28805
477	26297	28718
478	26329	28637
479	26372	28570
480	26403	28489
481	26510	28490
482	26660	28537
483	26714	28480
484	26853	28514
485	26966	28519
486	27086	28532
487	27217	28555
488	27257	28484
489	27310	28424
490	27401	28405
491	27444	28336
492	27468	28248
493	27536	28205
494	27599	28157
495	27628	28073
496	27686	28020
497	27754	27977
498	27778	27890
499	27851	27851
500	27913	27801
501	27937	27715
502	27973	27639
503	27997	27553
504	28070	27514
505	28114	27447
506	28142	27365
507	28188	27300
508	28213	27215
509	28264	27155
510	28318	27099
511	28360	27031
512	28387	26948
513	28432	26883
514	28490	26830
515	28515	26746
516	28567	26688
517	28592	26605
518	28633	26537
519	28664	26459
520	28718	26403
521	28764	26339
522	28788	26256
523	28866	26222
524	28889	26137
525	28935	26075
526	29022	26048
527	29074	25990
528	29101	25910
529	29155	25855
530	29226	25814
531	29251	25732
532	29291	25664
533	29347	25610
534	29405	25557
535	29434	25480
536	29507	25440
537	29531	25360
538	29559	25281
539	29589	25205
540	29613	25125
541	29678	25078
542	29705	25000
543	29749	24937
544	29816	24892
545	29841	24813
546	29898	24760
547	29924	24682
548	29959	24611
549	30007	24551
550	30035	24475
551	30170	24485
552	30205	24415
553	30248	24351
554	30330	24319
555	30362	24245
556	30422	24195
557	30496	24156
558	30540	24093
559	30605	24047
560	30632	23971
561	30697	23924
562	30722	23847
563	30778	23793
564	30804	23716
565	30969	23747
566	31020	23689
567	31049	23615
568	31088	23548
569	31115	23473
570	31176	23423
571	31248	23382
572	31276	23307
573	31358	23273
574	31528	23303
575	31596	23258
576	31624	23184
577	31689	23136
578	31777	23105
579	31813	23037
580	31911	23013
581	31937	22937
582	31983	22876
583	32055	22833
584	32077	22755
585	32130	22699
586	32200	22655
587	32234	22585
588	32317	22551
589	32346	22477
590	32418	22434
591	32493	22393
592	32526	22324
593	32580	22268
594	32687	22249
595	32755	22203
596	32792	22136
597	32822	22064
598	32898	22024
599	32961	21974
600	32989	21901
601	33035	21840
602	33055	21763
603	33111	21708
604	33169	21656
605	33194	21581
606	33288	21552
607	33313	21478
608	33359	21417
609	33422	21368
610	33462	21304
611	33509	21244
612	33579	21199
613	33625	21139
614	33655	21068
615	33718	21019
616	33745	20947
617	33842	20918
618	33886	20857
619	33918	20789
620	33994	20746
621	34087	20715
622	34115	20644
623	34155	20581
624	34179	20507
625	34221	20445
626	34246	20373
627	34302	20319
628	34401	20290
629	34425	20218
630	34480	20163
631	34505	20091
632	34556	20034
633	34605	19977
634	34629	19905
635	34674	19844
636	34700	19774
637	34748	19716
638	34767	19641
639	34839	19597
640	34905	19549
641	34958	19493
642	34987	19425
643	35027	19363
644	35082	19308
645	35105	19237
646	35152	19179
647	35219	19131
648	35245	19061
649	35319	19018
650	35365	18959
651	35391	18889
652	35456	18841
653	35516	18789
654	35558	18729
655	35662	18700
656	35777	18678
657	35828	18622
658	35891	18572
659	35918	18503
660	35967	18446
661	35990	18375
662	36039	18318
663	36069	18251
664	36112	18191
665	36201	18154
666	36233	18089
667	36340	18061
668	36369	17994
669	36399	17928
670	36453	17873
671	36481	17806
672	36579	17773
673	36609	17707
674	36673	17657
675	36694	17587
676	36757	17537
677	36813	17483
678	36839	17415
679	36880	17355
680	36942	17304
681	36965	17236
682	37024	17184
683	37050	17116
684	37112	17066
685	37172	17014
686	37225	16960
687	37249	16892
688	37321	16846
689	37353	16782
690	37403	16726
691	37430	16659
692	37488	16607
693	37553	16558
694	37581	16492
695	37620	16431
696	37682	16381
697	37714	16317
698	37771	16264
699	37827	16211
700	37856	16147
701	37913	16094
702	37935	16026
703	37997	15976
704	38021	15909
705	38053	15846
706	38111	15794
707	38136	15728
708	38182	15671
709	38248	15622
710	38272	15556
711	38315	15498
712	38411	15461
713	38455	15403
714	38478	15337
715	38528	15282
716	38625	15245
717	38664	15185
718	38721	15133
719	38746	15067
720	38805	15016
721	38829	14951
722	38878	14895
723	38926	14839
724	38951	14774
725	39007	14721
726	39032	14657
727	39062	14594
728	39091	14531
729	39131	14473
730	39180	14417
731	39239	14366
732	39276	14306
733	39348	14259
734	39405	14207
735	39447	14149
736	39521	14103
737	39578	14050
738	39603	13987
739	39651	13931
740	39698	13875
741	39722	13811
742	39837	13779
743	39865	13717
744	39932	13668
745	39969	13608
746	39995	13545
747	40042	13490
748	40085	13433
749	40135	13378
750	40174	13320
751	40242	13271
752	40266	13208
753	40336	13160
754	40364	13098
755	40395	13037
756	40455	12986
757	40503	12931
758	40530	12869
759	40591	12818
760	40614	12755
761	40659	12699
762	40684	12637
763	40721	12578
764	40763	12522
765	40813	12467
766	40839	12406
767	40886	12350
768	40914	12290
769	41037	12257
770	41062	12196
771	41091	12135
772	41116	12074
773	41142	12013
774	41165	11951
775	41194	11891
776	41257	11840
777	41298	11784
778	41359	11733
779	41430	11685
780	41453	11623
781	41516	11573
782	41581	11523
783	41618	11466
784	41782	11443
785	41807	11382
786	41854	11327
787	41901	11272
788	41932	11213
789	41991	11162
790	42019	11102
791	42091	11054
792	42134	10998
793	42175	10942
794	42203	10882
795	42272	10833
796	42321	10779
797	42344	10718
798	42465	10682
799	42494	10623
800	42666	10600
801	42697	10541
802	42761	10490
803	42850	10446
804	42943	10402
805	42969	10342
806	43045	10294
807	43066	10233
808	43150	10187
809	43238	10142
810	43323	10096
811	43401	10048
812	43435	9990
813	43536	9948
814	43622	9901
815	43652	9843
816	43693	9786
817	43745	9733
818	43773	9674
819	43824	9620
820	43855	9561
821	43930	9512
822	43968	9456
823	44023	9402
824	44048	9343
825	44199	9310
826	44224	9251
827	44315	9205
828	44366	9151
829	44394	9092
830	44429	9035
831	44453	8976
832	44498	8921
833	44588	8874
834	44663	8825
835	44694	8767
836	44719	8708
837	44785	8657
838	44869	8610
839	44898	8552
840	44957	8499
841	45039	8451
842	45064	8392
843	45127	8341
844	45164	8284
845	45187	8225
846	45231	8170
847	45255	8111
848	45301	8057
849	45339	8001
850	45376	7944
851	45405	7887
852	45442	7831
853	45488	7776
854	45515	7719
855	45568	7665
856	45598	7608
857	45678	7559
858	45724	7505
859	45753	7448
860	45837	7400
861	45865	7342
862	45905	7287
863	45929	7229
864	45989	7177
865	46088	7131
866	46151	7079
867	46177	7022
868	46222	6968
869	46271	6914
870	46298	6857
871	46363	6805
872	46387	6748
873	46444	6695
874	46467	6638
875	46509	6583
876	46549	6528
877	46602	6475
878	46661	6423
879	46685	6366
880	46722	6310
881	46746	6254
882	46784	6199
883	46819	6143
884	46847	6087
885	46911	6036
886	46935	5979
887	47002	5928
888	47041	5873
889	47120	5823
890	47151	5768
891	47244	5720
892	47296	5667
893	47374	5617
894	47446	5566
895	47502	5513
896	47525	5457
897	47573	5403
898	47599	5347
899	47695	5299
900	47724	5243
901	47773	5190
902	47796	5134
903	47845	5080
904	47952	5033
905	47978	4977
906	48021	4923
907	48047	4868
908	48108	4816
909	48133	4760
910	48239	4712
911	48285	4659
912	48329	4605
913	48353	4549
914	48394	4495
915	48428	4441
916	48451	4385
917	48495	4331
918	48525	4276
919	48597	4225
920	48678	4175
921	48720	4121
922	48794	4070
923	48818	4015
924	48851	3960
925	48877	3905
926	48931	3853
927	48999	3801
928	49031	3747
929	49092	3695
930	49169	3644
931	49212	3590
932	49307	3540
933	49358	3487
934	49391	3433
935	49460	3381
936	49537	3330
937	49560	3275
938	49630	3224
939	49712	3173
940	49769	3120
941	49794	3065
942	49875	3014
943	49930	2962
944	49955	2907
945	50003	2854
946	50059	2801
947	50082	2747
948	50128	2693
949	50156	2639
950	50208	2587
951	50258	2534
952	50280	2479
953	50313	2426
954	50365	2373
955	50390	2319
956	50494	2268
957	50520	2214
958	50587	2162
959	50630	2109
960	50717	2058
961	50742	2004
962	50802	1951
963	50825	1898
964	50870	1845
965	50903	1791
966	50956	1738
967	50993	1685
968	51025	1632
969	51110	1580
970	51157	1527
971	51192	1474
972	51260	1422
973	51292	1369
974	51326	1316
975	51403	1264
976	51464	1211
977	51491	1158
978	51527	1105
979	51597	1053
980	51711	1001
981	51799	949
982	51821	896
983	51847	843
984	51881	790
985	51906	737
986	51942	684
987	51987	631
988	52016	578
989	52060	525
990	52084	473
991	52138	420
992	52162	367
993	52234	315
994	52277	262
995	52305	210
996	52357	157
997	52388	104
998	52459	52
999	52521	0
